ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
1088,18.483827,77.403022,6.8,-60.6,7.43,2.95,Negativno,Ne
1089,18.477669,77.390156,9.3,-53.9,6.55,1.95,Negativno,Ne
1090,18.476796,77.381135,2.4,-65.0,7.14,5.37,Negativno,Ne
1091,18.492129,77.399997,3.6,-54.4,7.62,1.7,Negativno,Ne
1092,18.472612,77.394441,14.8,-39.5,6.29,0.49,Negativno,Ne
1093,18.48647,77.372653,6.3,-51.7,7.08,4.89,Negativno,Ne
1094,18.488587,77.387001,1.3,-31.3,7.4,4.22,Negativno,Da
1095,18.494507,77.386303,0.5,-48.7,6.98,1.16,Negativno,Ne
1096,18.475978,77.398206,7.3,-17.6,7.38,0.34,Negativno,Ne
1097,18.476834,77.395137,9.3,-72.3,6.2,1.06,Negativno,Ne
1098,18.476408,77.391959,9.5,-26.3,7.0,0.57,Pozitivno,Ne
1099,18.482442,77.393971,6.8,-72.3,7.13,5.76,Negativno,Ne
1100,18.48278,77.405755,11.8,-33.2,7.51,4.63,Negativno,Ne
1101,18.48831,77.386496,0.2,-54.2,7.24,3.87,Negativno,Ne
1102,18.466862,77.395865,4.1,-48.8,7.82,4.74,Negativno,Ne
1103,18.470105,77.390217,12.5,-50.1,7.71,2.2,Negativno,Ne
1104,18.486588,77.386393,0.3,-6.1,6.22,4.259367678412054,Pozitivno,Da
1105,18.481019,77.396437,2.1,-50.4,7.18,1.61,Negativno,Ne
1106,18.484855,77.404399,4.6,-50.2,7.77,0.97,Negativno,Ne
1107,18.487158,77.391559,14.0,-68.2,7.55,4.97,Negativno,Ne
1108,18.496276,77.393958,1.2,-59.4,6.76,1.29,Negativno,Ne
1109,18.478174,77.380968,13.2,-43.6,7.08,2.77,Negativno,Ne
1110,18.473424,77.374613,9.5,-50.9,7.6,0.87,Negativno,Ne
1111,18.469356,77.366998,2.3,-34.9,7.2,3.19,Negativno,Ne
1112,18.48566,77.362918,13.6,-59.2,7.03,1.36,Negativno,Ne
1113,18.480793,77.395878,4.5,-38.1,6.05,0.93,Negativno,Ne
1114,18.491586,77.378793,1.9,-53.6,7.35,4.55,Negativno,Ne
1115,18.483172,77.374866,10.6,-30.0,6.23,5.5,Negativno,Ne
1116,18.474224,77.375797,1.9,-42.6,7.28,3.56,Negativno,Ne
1117,18.47038,77.4127,7.3,-56.2,7.35,3.13,Negativno,Ne
1118,18.473353,77.3928,10.2,-29.2,7.04,2.57,Negativno,Ne
1119,18.485133,77.380539,4.3,-17.5,7.92,7.631932953487157,Pozitivno,Da
1120,18.455225,77.380329,0.8,-70.1,7.05,3.45,Pozitivno,Ne
1121,18.484476,77.397697,10.1,-44.4,6.31,3.17,Negativno,Ne
1122,18.474878,77.380294,5.0,-49.3,6.49,4.4,Negativno,Ne
1123,18.475968,77.384872,14.4,-48.0,6.53,5.77,Pozitivno,Ne
1124,18.49684,77.377766,12.8,-48.9,7.36,3.07,Pozitivno,Ne
1125,18.500586,77.39898,4.5,-48.2,6.7,3.85,Negativno,Ne
1126,18.493175,77.380009,7.2,-50.6,6.81,5.19,Pozitivno,Ne
1127,18.466738,77.411765,14.6,-31.5,7.47,1.37,Negativno,Ne
1128,18.483597,77.403608,1.3,-52.6,7.25,5.34,Negativno,Ne
1129,18.503663,77.392139,10.3,-68.7,7.2,0.62,Negativno,Ne
1130,18.470164,77.372164,13.3,-58.6,6.44,5.43,Pozitivno,Ne
1131,18.497353,77.388987,11.2,-52.0,7.06,1.05,Negativno,Ne
1132,18.476322,77.393042,11.6,-44.8,6.98,4.38,Negativno,Ne
1133,18.476806,77.388495,10.5,-60.5,7.72,1.96,Negativno,Ne
1134,18.469807,77.380225,11.1,-40.8,6.94,3.15,Negativno,Ne
1135,18.487584,77.40702,5.4,-46.1,7.39,1.94,Negativno,Ne
1136,18.46764,77.396442,7.7,-69.9,7.65,3.9,Negativno,Ne
1137,18.477682,77.384933,12.9,-33.7,6.13,2.16,Negativno,Ne
1138,18.472003,77.390519,7.9,-18.7,7.1,3.7,Pozitivno,Ne
1139,18.483221,77.389259,9.6,-45.8,6.23,1.46,Pozitivno,Ne
1140,18.487423,77.387707,6.4,-52.6,6.78,0.53,Negativno,Ne
1141,18.464141,77.394324,13.1,-45.3,7.28,0.67,Negativno,Ne
1142,18.482022,77.373813,8.9,-43.0,7.13,5.92,Negativno,Ne
1143,18.498319,77.403259,4.7,-63.2,7.02,2.22,Negativno,Ne
1144,18.478512,77.385955,8.4,-66.3,7.0,4.31,Negativno,Ne
1145,18.476311,77.382569,4.2,-77.3,6.31,2.71,Negativno,Ne
1146,18.484432,77.389391,14.1,-71.6,6.92,5.78,Negativno,Ne
1147,18.493122,77.404459,2.4,-51.2,7.37,1.87,Negativno,Ne
1148,18.46942,77.386426,9.4,-11.3,7.53,6.900217924749077,Pozitivno,Da
1149,18.470649,77.396008,4.8,-47.4,7.07,1.52,Negativno,Ne
1150,18.478364,77.400218,8.2,-46.9,6.73,1.62,Negativno,Ne
1151,18.491205,77.395382,14.3,-50.4,5.84,0.26,Negativno,Ne
1152,18.481818,77.379505,4.1,-38.7,7.23,0.55,Negativno,Ne
1153,18.478597,77.386589,2.5,-57.6,7.29,5.69,Negativno,Ne
1154,18.49948,77.409303,13.3,-35.5,6.93,1.26,Negativno,Ne
1155,18.483742,77.395292,13.9,-37.4,7.16,4.21,Negativno,Ne
1156,18.487965,77.385856,6.9,-73.7,7.78,4.8,Negativno,Ne
1157,18.486256,77.410984,3.4,-27.1,7.2,5.55,Negativno,Ne
1158,18.490786,77.387599,2.8,-34.5,5.63,4.37,Negativno,Ne
1159,18.476642,77.381964,11.6,-52.2,7.33,5.92,Negativno,Ne
1160,18.477064,77.401972,0.4,-32.1,7.22,5.4,Negativno,Ne
1161,18.499924,77.392593,10.1,-33.1,5.85,5.68,Negativno,Ne
1162,18.476598,77.392068,9.1,-44.3,6.57,2.03,Negativno,Ne
1163,18.493432,77.377403,6.2,-42.2,7.48,3.89,Negativno,Ne
1164,18.492954,77.392699,9.5,-68.3,6.85,1.26,Negativno,Ne
1165,18.467107,77.401339,2.4,-56.8,7.36,5.7,Negativno,Ne
1166,18.489867,77.402171,0.4,-62.9,6.81,4.86,Negativno,Da
1167,18.479187,77.396883,4.8,-78.2,7.36,4.28,Negativno,Ne
1168,18.483951,77.390416,5.3,-63.4,6.66,3.03,Negativno,Ne
1169,18.479191,77.380146,8.9,-64.1,6.94,4.39,Negativno,Ne
1170,18.472406,77.396116,5.4,-49.3,7.27,5.16,Negativno,Ne
1171,18.474842,77.385258,12.1,-43.7,7.35,5.75,Negativno,Ne
1172,18.483645,77.394413,2.2,-56.6,7.16,4.54,Negativno,Ne
1173,18.465625,77.387959,13.6,-30.9,7.4,5.5,Negativno,Ne
1174,18.492818,77.388815,10.2,-43.5,7.06,3.37,Negativno,Ne
1175,18.473291,77.385102,8.4,-25.9,6.37,2.06,Negativno,Ne
1176,18.473993,77.394279,11.2,-48.9,6.51,4.77,Negativno,Ne
1177,18.455432,77.403087,6.6,-68.0,8.0,1.96,Negativno,Ne
1178,18.478025,77.397195,14.1,-44.0,7.55,5.7,Negativno,Ne
1179,18.496237,77.388737,2.1,-75.2,7.79,2.16,Negativno,Ne
1180,18.458552,77.38638,11.1,-76.6,7.57,1.83,Negativno,Ne
1181,18.486535,77.383252,8.0,-50.6,7.88,3.28,Pozitivno,Ne
1182,18.485536,77.371535,8.2,-60.2,6.97,5.73,Negativno,Ne
1183,18.462239,77.370243,14.0,-34.3,7.18,0.29,Negativno,Ne
1184,18.47498,77.38776,3.8,-55.0,7.3,3.4,Negativno,Ne
1185,18.483399,77.38798,12.2,-17.3,7.84,0.81,Negativno,Ne
1186,18.485448,77.386277,9.3,-8.4,7.0,8.949367678412054,Pozitivno,Da
1187,18.468773,77.401591,9.2,-58.2,7.14,4.66,Negativno,Ne
1188,18.477066,77.40187,1.2,-65.1,6.79,0.23,Negativno,Ne
1189,18.471868,77.401423,1.4,-51.3,7.35,3.24,Pozitivno,Ne
1190,18.472372,77.398291,4.1,-63.8,7.12,3.72,Negativno,Ne
1191,18.468733,77.407825,8.7,-58.6,7.08,2.57,Negativno,Ne
1192,18.486167,77.404593,0.1,-61.6,7.48,1.24,Negativno,Ne
1193,18.483672,77.395312,1.1,-38.3,7.57,0.98,Negativno,Ne
1194,18.490453,77.381432,9.1,-45.1,7.4,5.82,Negativno,Ne
1195,18.496956,77.394962,8.6,-67.5,7.96,4.94,Negativno,Ne
1196,18.49287,77.398035,5.4,-40.6,7.51,2.75,Negativno,Ne
1197,18.482434,77.39213,10.1,-46.0,6.55,4.36,Negativno,Ne
1198,18.485111,77.400757,10.4,-79.5,7.23,3.4,Negativno,Ne
1199,18.485799,77.397999,11.4,-50.5,7.76,1.32,Negativno,Ne
1200,18.481524,77.386231,13.9,-27.5,8.13,2.97,Pozitivno,Ne
1201,18.467025,77.378331,7.4,-59.2,7.26,3.29,Negativno,Ne
1202,18.469261,77.395687,0.1,-26.5,6.64,3.23,Negativno,Ne
1203,18.485605,77.398756,11.3,-65.3,6.58,5.75,Negativno,Ne
1204,18.476118,77.400841,6.7,-29.5,8.12,3.58,Negativno,Ne
1205,18.471851,77.395074,6.9,-89.5,7.12,4.54,Negativno,Ne
1206,18.482326,77.386784,7.9,-37.1,6.88,1.1,Negativno,Ne
1207,18.473434,77.380884,13.0,-46.3,7.15,1.99,Negativno,Ne
1208,18.479187,77.397064,13.2,-44.8,7.81,3.36,Negativno,Ne
1209,18.476086,77.39089,12.1,-65.1,5.85,0.77,Negativno,Ne
1210,18.472105,77.396119,8.9,-79.2,7.4,0.95,Negativno,Ne
1211,18.491844,77.398981,6.6,-46.6,7.17,1.13,Pozitivno,Ne
1212,18.495594,77.409864,12.8,-75.0,7.07,1.97,Negativno,Ne
1213,18.468992,77.388778,4.8,-25.8,7.25,0.2,Negativno,Ne
1214,18.478641,77.392395,7.7,-47.7,6.74,0.72,Negativno,Ne
1215,18.487343,77.402878,5.6,-37.2,6.51,5.41,Negativno,Ne
1216,18.485634,77.408984,14.6,-70.9,7.08,4.21,Negativno,Ne
1217,18.484213,77.404222,8.4,-42.0,7.7,2.74,Negativno,Ne
1218,18.476837,77.401475,6.7,-42.4,6.19,2.23,Negativno,Ne
1219,18.47237,77.395397,9.5,-49.0,7.26,5.33,Negativno,Ne
1220,18.479972,77.40679,2.8,-58.6,7.04,5.67,Negativno,Ne
1221,18.470862,77.400504,6.4,-31.0,6.94,4.05,Negativno,Ne
1222,18.474813,77.397674,12.1,-45.3,6.55,2.28,Negativno,Ne
1223,18.482468,77.379393,5.2,-50.9,7.57,4.7,Negativno,Ne
1224,18.479276,77.39791,11.2,-53.8,6.57,3.29,Negativno,Ne
1225,18.483157,77.389663,14.9,-53.0,6.84,1.86,Negativno,Ne
1226,18.477005,77.377486,11.4,-63.6,6.55,0.27,Negativno,Ne
1227,18.484641,77.388264,1.5,-16.6,6.47,6.909367678412054,Pozitivno,Da
1228,18.490409,77.368222,7.7,-50.9,6.62,5.71,Negativno,Da
1229,18.467929,77.391112,10.5,-44.8,6.0,5.92,Negativno,Ne
1230,18.480196,77.389417,9.7,-44.3,6.62,0.42,Negativno,Ne
1231,18.469907,77.403847,1.4,-75.2,7.44,5.33,Negativno,Ne
1232,18.475875,77.401066,11.8,-52.4,5.89,2.86,Negativno,Ne
1233,18.473016,77.37682,2.6,-81.6,7.06,5.57,Negativno,Ne
1234,18.476327,77.393676,13.5,-14.3,6.8,1.4,Negativno,Ne
1235,18.485144,77.38705,3.8,-10.2,7.31,4.839367678412054,Pozitivno,Da
1236,18.479699,77.397304,3.6,-64.2,6.65,4.99,Negativno,Ne
1237,18.479541,77.3764,6.1,-63.4,6.9,3.66,Pozitivno,Ne
1238,18.474065,77.386138,12.7,-57.7,6.81,4.69,Negativno,Ne
1239,18.490733,77.388573,7.5,-33.1,7.01,5.83,Negativno,Ne
1240,18.495058,77.413493,6.7,-63.0,7.88,2.99,Negativno,Ne
1241,18.489092,77.385176,14.5,-58.2,7.37,3.55,Negativno,Ne
1242,18.492782,77.391428,5.2,-20.7,7.15,4.96,Negativno,Ne
1243,18.467555,77.399674,9.0,-26.2,6.29,1.51,Pozitivno,Ne
1244,18.469726,77.382075,9.6,-57.9,7.09,5.33,Negativno,Ne
1245,18.48847,77.376471,4.4,-47.8,6.9,4.61,Negativno,Ne
1246,18.487399,77.38727,1.0,-27.9,6.96,4.72,Pozitivno,Ne
1247,18.473518,77.399265,14.9,-62.6,6.82,1.25,Negativno,Ne
1248,18.481818,77.386264,10.2,-32.8,7.33,1.57,Negativno,Ne
1249,18.495025,77.395896,12.8,-40.2,6.64,5.04,Negativno,Ne
1250,18.483045,77.395546,2.8,-55.7,7.56,1.12,Negativno,Ne
1251,18.486876,77.398219,2.4,-60.4,7.69,4.39,Negativno,Ne
1252,18.468194,77.385555,9.9,-9.5,7.36,9.610217924749076,Pozitivno,Da
1253,18.472462,77.379763,7.9,-39.8,7.0,2.53,Negativno,Ne
1254,18.491448,77.397398,8.9,-50.8,6.63,5.62,Negativno,Ne
1255,18.496377,77.389685,2.6,-62.6,6.6,4.4,Negativno,Ne
1256,18.480513,77.399502,8.1,-43.0,6.77,3.45,Negativno,Ne
1257,18.483494,77.409675,14.5,-65.5,7.79,5.4,Negativno,Ne
1258,18.494284,77.389839,5.3,-42.9,6.59,2.55,Negativno,Ne
1259,18.475803,77.392811,8.9,-58.5,6.89,5.61,Negativno,Ne
1260,18.488812,77.394709,7.7,-40.0,6.51,3.98,Negativno,Ne
1261,18.489486,77.382996,4.1,-60.5,6.47,2.66,Negativno,Ne
1262,18.481421,77.385397,4.1,-47.3,7.22,3.01,Negativno,Ne
1263,18.494961,77.403887,2.7,-18.8,5.87,4.85,Negativno,Ne
1264,18.494926,77.384483,5.1,-56.8,7.34,0.3,Negativno,Ne
1265,18.479226,77.390993,13.0,-29.8,7.21,0.71,Negativno,Ne
1266,18.476883,77.379951,10.9,-57.6,7.33,4.16,Negativno,Ne
1267,18.490042,77.390244,9.3,-49.4,6.73,3.6,Pozitivno,Ne
1268,18.478773,77.392171,13.2,-68.0,7.66,1.38,Negativno,Ne
1269,18.489532,77.402737,12.9,-40.7,6.32,3.81,Negativno,Ne
1270,18.48648,77.391084,4.8,-50.3,7.11,3.81,Negativno,Ne
1271,18.47258,77.399235,6.2,-37.4,7.27,3.06,Negativno,Ne
1272,18.467946,77.384179,5.9,-12.4,6.79,7.820217924749077,Pozitivno,Da
1273,18.467397,77.37868,6.3,-53.4,7.79,3.48,Negativno,Da
1274,18.482082,77.378911,0.4,-22.9,7.51,0.59,Negativno,Ne
1275,18.481443,77.392675,11.6,-56.4,7.62,2.07,Negativno,Ne
1276,18.477298,77.388295,2.9,-35.4,6.36,4.41,Negativno,Ne
1277,18.483639,77.392894,1.0,-36.7,7.58,4.95,Pozitivno,Ne
1278,18.476747,77.38218,1.2,-51.3,6.86,0.46,Negativno,Ne
1279,18.486436,77.389642,12.5,-28.8,6.82,2.12,Negativno,Ne
1280,18.465777,77.40327,5.6,-46.4,7.43,1.96,Negativno,Ne
1281,18.478325,77.396985,1.8,-50.8,7.48,5.72,Negativno,Ne
1282,18.482818,77.380754,0.3,-58.9,7.26,3.67,Negativno,Ne
1283,18.487485,77.355884,9.8,-52.9,6.97,1.83,Pozitivno,Ne
1284,18.491848,77.384875,7.0,-63.1,7.58,4.58,Negativno,Ne
1285,18.479414,77.382768,11.0,-33.1,7.86,2.36,Negativno,Ne
1286,18.471243,77.392659,8.2,-55.3,7.22,4.74,Negativno,Ne
1287,18.470418,77.385242,5.0,-5.8,7.1,9.350217924749078,Pozitivno,Da
1288,18.484293,77.389717,7.6,-35.7,7.54,3.83,Negativno,Ne
1289,18.4644,77.39993,7.6,-49.7,7.2,2.86,Negativno,Ne
1290,18.464373,77.386901,7.7,-49.7,6.91,1.8,Negativno,Da
1291,18.475533,77.408208,4.4,-35.1,7.79,5.7,Negativno,Ne
1292,18.47881,77.384137,1.7,-39.1,7.93,0.61,Negativno,Ne
1293,18.478195,77.381376,4.6,-42.2,5.96,5.97,Pozitivno,Ne
1294,18.489956,77.382334,8.1,-64.2,6.91,5.98,Negativno,Ne
1295,18.490988,77.395115,4.1,-59.3,6.94,2.15,Negativno,Ne
1296,18.478138,77.39675,6.6,-35.7,6.44,2.63,Negativno,Ne
1297,18.489989,77.389965,2.9,-54.5,7.14,0.65,Negativno,Da
1298,18.48681,77.38693,9.0,-19.5,6.84,7.399367678412053,Pozitivno,Da
1299,18.48329,77.393351,14.5,-21.6,7.31,2.8,Negativno,Ne
1300,18.471232,77.37349,7.6,-62.3,7.42,0.35,Negativno,Ne
1301,18.472556,77.379788,6.7,-58.8,7.15,5.44,Negativno,Ne
1302,18.492679,77.380503,6.5,-66.8,7.17,5.01,Negativno,Ne
1303,18.480514,77.384422,7.8,-42.9,7.85,2.09,Negativno,Ne
1304,18.472285,77.415037,11.3,-41.9,6.71,4.38,Negativno,Ne
1305,18.48841,77.396002,2.7,-42.6,7.89,4.28,Negativno,Ne
1306,18.472596,77.389946,14.2,-67.0,7.51,5.88,Negativno,Ne
1307,18.481089,77.379108,4.0,-52.8,6.56,4.43,Negativno,Ne
1308,18.476126,77.387095,8.0,-52.7,7.56,4.91,Negativno,Ne
1309,18.471363,77.403575,3.2,-74.7,7.76,3.98,Negativno,Ne
1310,18.486906,77.394293,14.8,-37.4,6.63,4.93,Negativno,Ne
1311,18.481174,77.399909,9.8,-37.5,6.85,4.0,Negativno,Ne
1312,18.455099,77.393198,5.0,-45.2,6.44,3.11,Negativno,Ne
1313,18.48203,77.397477,8.0,-45.6,6.69,3.85,Negativno,Ne
1314,18.48283,77.392847,3.9,-54.5,6.25,2.02,Negativno,Ne
1315,18.476527,77.376275,7.4,-34.6,7.42,2.55,Negativno,Ne
1316,18.49216,77.371517,13.6,-40.8,6.56,1.43,Negativno,Ne
1317,18.485086,77.382659,10.1,-76.0,6.59,3.04,Negativno,Ne
1318,18.487175,77.387522,8.1,-17.3,7.85,5.579367678412054,Pozitivno,Da
1319,18.500183,77.395487,2.8,-55.6,6.93,4.54,Negativno,Ne
1320,18.479747,77.384436,1.2,-60.2,7.68,4.98,Negativno,Ne
1321,18.485291,77.392459,12.2,-58.6,6.92,5.56,Negativno,Ne
1322,18.471301,77.392334,9.8,-58.5,6.68,4.12,Negativno,Ne
1323,18.476633,77.394947,8.8,-32.9,7.52,2.08,Negativno,Ne
1324,18.464384,77.404213,13.6,-45.7,7.03,2.48,Negativno,Ne
1325,18.493592,77.378567,10.3,-21.8,7.03,3.8,Negativno,Ne
1326,18.473594,77.394563,1.9,-53.5,6.79,5.21,Negativno,Ne
1327,18.489491,77.388091,11.8,-48.9,6.34,4.37,Negativno,Ne
1328,18.477107,77.394459,5.5,-49.8,7.15,2.8,Negativno,Ne
1329,18.459671,77.39617,4.3,-42.0,6.96,5.51,Negativno,Ne
1330,18.480591,77.397301,11.9,-66.4,6.19,0.51,Negativno,Ne
1331,18.466747,77.391282,0.6,-49.7,6.54,3.68,Negativno,Ne
1332,18.480376,77.383157,3.1,-57.1,6.08,4.72,Negativno,Ne
1333,18.480809,77.393465,11.2,-62.4,6.56,2.35,Negativno,Ne
1334,18.476249,77.396942,3.8,-43.3,6.46,0.46,Negativno,Ne
1335,18.493181,77.400188,6.9,-34.5,7.63,0.22,Negativno,Ne
1336,18.470771,77.377336,1.5,-56.3,6.32,3.06,Negativno,Ne
1337,18.502126,77.384713,6.2,-47.7,7.1,5.38,Negativno,Ne
1338,18.474312,77.416208,5.5,-68.0,6.99,1.93,Negativno,Da
1339,18.486809,77.382577,14.3,-47.5,8.37,0.18,Negativno,Ne
1340,18.487644,77.382386,8.9,-63.5,6.3,5.57,Negativno,Ne
1341,18.473784,77.387477,0.5,-34.1,6.77,4.05,Negativno,Ne
1342,18.485558,77.371083,4.7,-57.3,7.51,0.68,Negativno,Ne
1343,18.492795,77.376251,13.6,-71.7,6.98,0.75,Negativno,Ne
1344,18.491378,77.378161,14.8,-29.8,6.41,1.71,Negativno,Ne
1345,18.478883,77.405227,1.3,-53.6,5.58,2.81,Negativno,Ne
1346,18.4773,77.399391,2.6,-56.4,7.42,1.15,Negativno,Ne
1347,18.4701,77.383389,1.5,-66.9,7.28,0.18,Negativno,Ne
1348,18.490313,77.390641,11.7,-26.1,7.37,3.67,Negativno,Ne
1349,18.475127,77.38817,12.7,-72.1,7.82,4.96,Pozitivno,Ne
1350,18.468605,77.398026,10.5,-48.5,6.39,4.56,Negativno,Ne
1351,18.478619,77.396589,0.1,-54.1,6.41,4.95,Negativno,Da
1352,18.490196,77.373704,12.9,-42.0,6.22,1.06,Negativno,Ne
1353,18.476396,77.387018,5.1,-68.3,7.32,1.34,Negativno,Ne
1354,18.495425,77.392895,7.6,-36.6,7.71,4.19,Negativno,Ne
1355,18.461357,77.392957,13.8,-56.8,7.35,1.81,Negativno,Ne
1356,18.485579,77.384773,14.9,-48.1,6.82,1.46,Negativno,Ne
1357,18.46721,77.389514,10.7,-32.6,6.55,5.82,Negativno,Ne
1358,18.469074,77.37704,12.8,-56.2,6.79,2.76,Pozitivno,Ne
1359,18.474164,77.382054,9.5,-61.0,7.03,1.9,Negativno,Ne
1360,18.489213,77.39024,9.5,-58.8,7.05,1.26,Pozitivno,Ne
1361,18.494144,77.38644,12.6,-64.7,7.44,5.85,Negativno,Ne
1362,18.484971,77.38653,12.3,-13.5,7.58,6.859367678412054,Pozitivno,Da
1363,18.483771,77.368843,8.5,-12.1,6.65,4.53,Negativno,Ne
1364,18.476331,77.393079,8.8,-53.3,6.65,4.07,Negativno,Ne
1365,18.481231,77.396693,3.5,-29.7,5.96,5.93,Negativno,Ne
1366,18.486818,77.390013,10.9,-61.8,7.45,0.42,Pozitivno,Ne
1367,18.466172,77.379612,5.0,-57.2,6.75,1.77,Pozitivno,Ne
1368,18.494005,77.414426,13.8,-42.4,6.39,0.35,Negativno,Ne
1370,18.456554,77.398437,3.8,-27.6,7.11,5.1,Negativno,Ne
1371,18.477622,77.367639,9.2,-25.1,6.23,4.74,Negativno,Ne
1372,18.480098,77.376776,3.1,-47.6,7.39,0.11,Negativno,Ne
1373,18.486038,77.395562,9.7,-54.9,7.32,2.64,Negativno,Ne
1374,18.477503,77.401493,3.1,-73.5,7.03,2.96,Negativno,Ne
1375,18.466654,77.401502,14.6,-72.2,7.67,0.97,Negativno,Ne
1376,18.490542,77.393927,4.0,-72.5,7.5,0.96,Negativno,Ne
1377,18.495902,77.387564,8.9,-56.8,6.26,1.01,Negativno,Da
1378,18.488732,77.411488,5.4,-52.9,7.0,1.67,Negativno,Ne
1379,18.478532,77.398937,5.1,-53.9,6.71,1.16,Negativno,Ne
1380,18.476246,77.381069,1.6,-41.1,6.46,0.54,Pozitivno,Ne
1381,18.481659,77.384987,3.6,-86.9,6.26,0.11,Negativno,Ne
1382,18.463138,77.405596,0.2,-53.1,7.07,5.87,Negativno,Ne
1383,18.489818,77.386851,13.3,-61.9,7.15,1.59,Negativno,Ne
1384,18.479432,77.385766,0.6,-53.6,7.03,1.49,Negativno,Ne
1385,18.479451,77.399308,9.4,-40.6,6.91,3.03,Negativno,Ne
1386,18.4812,77.362739,13.2,-55.7,6.95,4.78,Pozitivno,Ne
1387,18.474038,77.393284,3.4,-34.6,7.3,4.06,Negativno,Ne
1388,18.503689,77.374431,6.4,-55.1,6.45,1.7,Negativno,Ne
1389,18.490598,77.392506,2.6,-55.6,7.23,0.48,Negativno,Ne
1390,18.472629,77.383178,14.4,-44.9,6.17,0.51,Pozitivno,Ne
1391,18.485393,77.387389,0.8,-13.0,7.48,7.309367678412054,Pozitivno,Da
1392,18.481752,77.385079,14.1,-70.1,7.78,2.66,Pozitivno,Da
1393,18.466009,77.401272,4.3,-56.4,7.03,5.19,Negativno,Ne
1394,18.483862,77.390752,12.2,-56.3,5.54,3.51,Negativno,Ne
1395,18.481298,77.379716,13.1,-50.7,6.44,5.26,Negativno,Ne
1396,18.46361,77.392482,13.2,-29.7,7.08,1.76,Negativno,Ne
1397,18.495706,77.382562,12.3,-60.0,6.72,3.25,Negativno,Ne
1398,18.477198,77.384612,2.0,-39.1,7.22,4.7,Negativno,Ne
1399,18.488777,77.397894,3.7,-20.5,6.69,2.76,Negativno,Ne
1400,18.456888,77.378035,6.6,-40.0,7.65,4.9,Negativno,Ne
1401,18.485732,77.39138,10.2,-46.0,7.94,0.88,Negativno,Ne
1402,18.483186,77.388949,3.3,-38.9,6.65,0.13,Negativno,Ne
1403,18.498468,77.383557,13.8,-48.2,6.56,5.33,Negativno,Ne
1404,18.472831,77.375235,2.7,-63.5,7.13,1.49,Negativno,Ne
1405,18.489051,77.404009,1.5,-68.0,6.75,0.25,Negativno,Ne
1406,18.487971,77.38574,14.3,-45.5,6.25,5.7,Negativno,Ne
1407,18.487722,77.395925,3.2,-46.4,6.85,2.51,Pozitivno,Ne
1408,18.484212,77.393423,4.8,-54.3,7.98,5.18,Negativno,Da
1409,18.467234,77.39508,4.7,-74.0,6.46,0.53,Negativno,Ne
1410,18.485457,77.387186,9.9,-15.1,8.13,4.089367678412054,Pozitivno,Da
1411,18.482831,77.37368,5.0,-42.8,7.23,4.84,Pozitivno,Ne
1412,18.48775,77.379449,4.4,-61.0,7.03,4.01,Negativno,Ne
1413,18.468418,77.391778,13.8,-55.3,6.43,1.24,Negativno,Ne
1414,18.493348,77.393612,4.3,-37.3,6.72,2.88,Negativno,Ne
1415,18.483306,77.391284,2.1,-47.9,6.83,5.97,Negativno,Ne
1416,18.470362,77.37499,12.3,-45.6,7.68,2.88,Pozitivno,Ne
1417,18.483077,77.378022,4.8,-29.7,7.76,1.97,Negativno,Ne
1418,18.482421,77.383068,5.3,-37.7,7.03,1.76,Negativno,Ne
1419,18.477315,77.396239,7.0,-41.0,7.32,2.95,Negativno,Ne
1420,18.475127,77.389439,13.2,-47.6,6.76,5.65,Negativno,Ne
1421,18.485156,77.381347,13.2,-18.2,6.91,11.181932953487156,Pozitivno,Da
1422,18.471953,77.379389,7.8,-68.9,6.91,1.48,Negativno,Ne
1423,18.47825,77.397044,9.1,-44.0,6.44,5.71,Negativno,Ne
1424,18.479358,77.395623,4.1,-57.6,6.84,1.23,Negativno,Ne
1425,18.461487,77.370607,13.1,-47.3,6.79,5.61,Negativno,Ne
1426,18.452546,77.373413,8.6,-27.9,6.92,1.01,Negativno,Ne
1427,18.467607,77.396344,4.4,-42.9,7.25,5.4,Negativno,Ne
1428,18.491199,77.394121,2.2,-54.4,5.93,0.93,Negativno,Ne
1429,18.469504,77.410577,4.0,-58.3,7.67,4.34,Negativno,Ne
1430,18.471835,77.386661,4.1,-70.6,6.61,3.13,Negativno,Ne
1431,18.468622,77.383624,12.4,-6.0,6.72,7.970217924749076,Pozitivno,Da
1432,18.477071,77.378057,1.6,-62.7,6.93,1.51,Pozitivno,Ne
1433,18.473083,77.393827,9.2,-68.3,7.18,4.11,Negativno,Ne
1434,18.477784,77.392701,11.4,-39.4,6.99,3.33,Negativno,Ne
1435,18.488217,77.39588,11.5,-70.0,7.01,2.65,Negativno,Ne
1436,18.465803,77.383696,1.8,-51.1,6.81,4.09,Negativno,Ne
1437,18.479928,77.387426,1.0,-76.2,7.12,1.63,Negativno,Ne
1438,18.478606,77.390609,12.5,-38.9,7.12,4.71,Negativno,Ne
1439,18.480767,77.39149,2.5,-29.7,7.32,3.74,Negativno,Ne
1440,18.484743,77.386527,0.3,-15.8,7.14,4.339367678412054,Pozitivno,Da
1441,18.485915,77.399537,4.8,-55.6,6.24,5.08,Negativno,Ne
